step,split,CE_to_pseudo_label,expected_GC,bounded_GC_penalty,expected_log_CAI,total_loss,synonym_mask_coverage
500,eval,3.05997753,0.33950442,0.06049559,-0.31112805,3.08763289,1.00000000
500,eval,3.05887437,0.34072489,0.05927512,-0.31344277,3.08640170,1.00000000
500,eval,3.06966066,0.34356314,0.05643687,-0.31270090,3.09658313,1.00000000
500,eval,3.05739212,0.33945024,0.06054977,-0.31687152,3.08534575,1.00000000
500,eval,3.06514072,0.33851942,0.06148058,-0.30595377,3.09273458,1.00000000
500,eval,3.06885290,0.33980697,0.06019303,-0.31474531,3.09662890,1.00000000
500,eval,3.06897998,0.33957237,0.06042764,-0.30825338,3.09647799,1.00000000
500,eval,3.04940677,0.35124087,0.04875913,-0.31270257,3.07479358,1.00000000
500,eval,3.06305408,0.33914560,0.06085441,-0.31360584,3.09090519,1.00000000
500,eval,3.07090425,0.34006649,0.05993351,-0.31258562,3.09852028,1.00000000
500,eval,3.05087304,0.34036851,0.05963150,-0.31373999,3.07848644,1.00000000
500,eval,3.06932306,0.33876485,0.06123516,-0.30985954,3.09706306,1.00000000
500,eval,3.06567502,0.34254795,0.05745205,-0.31299359,3.09281516,1.00000000
500,eval,3.04971433,0.34278595,0.05721405,-0.31475896,3.07689524,1.00000000
500,eval,3.07266903,0.33971667,0.06028333,-0.30425137,3.09993815,1.00000000
500,eval,3.05486655,0.34951875,0.05048126,-0.31208137,3.08056688,1.00000000
500,eval,3.07353354,0.34297451,0.05702549,-0.31116134,3.10049653,1.00000000
500,eval,3.06720352,0.34665570,0.05334431,-0.31041083,3.09339285,1.00000000
500,eval,3.06398249,0.34569851,0.05430150,-0.30922934,3.09030414,1.00000000
500,eval,3.06719446,0.33744910,0.06255090,-0.31139395,3.09527445,1.00000000
500,eval,3.06282115,0.34112838,0.05887163,-0.30402732,3.08979678,1.00000000
500,eval,3.03198338,0.35452044,0.04547957,-0.31264973,3.05671167,1.00000000
500,eval,3.05704880,0.33256301,0.06743699,-0.31170347,3.08612132,1.00000000
500,eval,3.07173061,0.34637219,0.05362782,-0.31269872,3.09809113,1.00000000
500,eval,3.05782962,0.33845711,0.06154290,-0.30806419,3.08554149,1.00000000
500,eval,3.06118298,0.34299350,0.05700651,-0.31231967,3.08820033,1.00000000
500,eval,3.05969739,0.35023212,0.04976788,-0.31238323,3.08527017,1.00000000
500,eval,3.07982683,0.33883211,0.06116790,-0.31340215,3.10773039,1.00000000
500,eval,3.04523540,0.33981213,0.06018788,-0.30879599,3.07271266,1.00000000
500,eval,3.06042552,0.34214005,0.05785996,-0.30917272,3.08745599,1.00000000
500,eval,3.07008839,0.33643079,0.06356922,-0.31335673,3.09847021,1.00000000
500,eval,3.05570912,0.34021500,0.05978501,-0.30849698,3.08309102,1.00000000
500,eval,3.05103683,0.34345144,0.05654857,-0.31715494,3.07820415,1.00000000
500,eval,3.07577896,0.33490208,0.06509793,-0.31079242,3.10433817,1.00000000
500,eval,3.03317881,0.34518689,0.05481312,-0.31697413,3.05999017,1.00000000
500,eval,3.07761216,0.34619713,0.05380288,-0.30980295,3.10386276,1.00000000
500,eval,3.04417634,0.33886883,0.06113118,-0.30917653,3.07186151,1.00000000
500,eval,3.07095671,0.33990189,0.06009811,-0.30864337,3.09840846,1.00000000
500,eval,3.08013988,0.33481708,0.06518292,-0.30577904,3.10846543,1.00000000
500,eval,3.05911374,0.34559628,0.05440372,-0.31356040,3.08567238,1.00000000
500,eval,3.05433273,0.34311128,0.05688873,-0.31002730,3.08121181,1.00000000
500,eval,3.05303836,0.33617565,0.06382436,-0.31308997,3.08145785,1.00000000
500,eval,3.06565380,0.33998233,0.06001768,-0.31059340,3.09318686,1.00000000
500,eval,3.06181026,0.34235516,0.05764484,-0.30722222,3.08870029,1.00000000
500,eval,3.05987453,0.34348521,0.05651480,-0.30402598,3.08637881,1.00000000
500,eval,3.05891657,0.34073493,0.05926508,-0.31032103,3.08628559,1.00000000
500,eval,3.06231213,0.33788133,0.06211868,-0.30967402,3.09021950,1.00000000
500,eval,3.03989911,0.34691572,0.05308428,-0.31389284,3.06621051,1.00000000
500,eval,3.06504893,0.34117290,0.05882710,-0.31302866,3.09246588,1.00000000
500,eval,3.09359097,0.34960422,0.05039579,-0.29588118,3.11846423,1.00000000
1000,eval,3.04919958,0.34662303,0.05337697,-0.31492993,3.07562160,1.00000000
1000,eval,3.03748465,0.33802503,0.06197497,-0.31110486,3.06543469,1.00000000
1000,eval,3.03229666,0.34574741,0.05425259,-0.31451941,3.05887318,1.00000000
1000,eval,3.03842616,0.33991635,0.06008366,-0.30658790,3.06577229,1.00000000
1000,eval,3.03004622,0.34672722,0.05327278,-0.31487903,3.05644464,1.00000000
1000,eval,3.03361011,0.34273875,0.05726126,-0.30810034,3.06046724,1.00000000
1000,eval,3.03904724,0.34152499,0.05847502,-0.30646932,3.06606555,1.00000000
1000,eval,3.04427099,0.33896568,0.06103432,-0.30974898,3.07196522,1.00000000
1000,eval,3.03768253,0.34466699,0.05533302,-0.31502977,3.06450081,1.00000000
1000,eval,3.04488897,0.33649361,0.06350639,-0.31077969,3.07312918,1.00000000
1000,eval,3.03928566,0.33877766,0.06122234,-0.30522564,3.06679130,1.00000000
1000,eval,3.05679917,0.33881003,0.06118998,-0.31291047,3.08468270,1.00000000
1000,eval,3.05641198,0.33421093,0.06578907,-0.31016383,3.08507800,1.00000000
1000,eval,3.04917741,0.33338818,0.06661183,-0.31568640,3.07828403,1.00000000
1000,eval,3.03522658,0.34976333,0.05023667,-0.30777159,3.06066251,1.00000000
1000,eval,3.03634667,0.33764973,0.06235027,-0.31024024,3.06432867,1.00000000
1000,eval,3.04739952,0.33814728,0.06185272,-0.30885240,3.07521272,1.00000000
1000,eval,3.02584982,0.33850867,0.06149134,-0.31434992,3.05386567,1.00000000
1000,eval,3.05263162,0.34294894,0.05705106,-0.31324497,3.07970405,1.00000000
1000,eval,3.04536843,0.33808482,0.06191519,-0.30902886,3.07320285,1.00000000
1000,eval,3.04145646,0.33546412,0.06453589,-0.31602383,3.07016492,1.00000000
1000,eval,3.04073167,0.34388614,0.05611387,-0.30771047,3.06734014,1.00000000
1000,eval,3.05496788,0.33956549,0.06043452,-0.31065708,3.08258772,1.00000000
1000,eval,3.03536463,0.33886534,0.06113467,-0.31152424,3.06316757,1.00000000
1000,eval,3.03206110,0.34105587,0.05894414,-0.31984797,3.05984235,1.00000000
1000,eval,3.03919554,0.33607826,0.06392175,-0.31160459,3.06755996,1.00000000
1000,eval,3.05275106,0.34355819,0.05644181,-0.31216446,3.07964778,1.00000000
1000,eval,3.02655721,0.34064928,0.05935073,-0.31033754,3.05394411,1.00000000
1000,eval,3.05127311,0.33571717,0.06428283,-0.31345946,3.07980251,1.00000000
1000,eval,3.05556178,0.34027910,0.05972090,-0.31031260,3.08302164,1.00000000
1000,eval,3.03289485,0.33785859,0.06214142,-0.31276476,3.06096148,1.00000000
1000,eval,3.02020121,0.33539793,0.06460208,-0.31026345,3.04863477,1.00000000
1000,eval,3.03909135,0.33955988,0.06044012,-0.31048790,3.06670380,1.00000000
1000,eval,3.04435992,0.34078285,0.05921715,-0.31113726,3.07176018,1.00000000
1000,eval,3.05061984,0.33745083,0.06254917,-0.31195584,3.07872748,1.00000000
1000,eval,3.05791926,0.33760956,0.06239045,-0.30454704,3.08562469,1.00000000
1000,eval,3.06092095,0.33620274,0.06379727,-0.30860159,3.08911037,1.00000000
1000,eval,3.04573131,0.34471074,0.05528927,-0.31962821,3.07277060,1.00000000
1000,eval,3.02424693,0.34180039,0.05819961,-0.31307313,3.05154037,1.00000000
1000,eval,3.04210281,0.33837697,0.06162304,-0.31204927,3.07002974,1.00000000
1000,eval,3.04530740,0.33523688,0.06476313,-0.31501994,3.07401085,1.00000000
1000,eval,3.04439640,0.34745169,0.05254832,-0.31096289,3.07045436,1.00000000
1000,eval,3.03440022,0.34326291,0.05673710,-0.31428760,3.06146216,1.00000000
1000,eval,3.04981375,0.34224367,0.05775633,-0.31518364,3.07712436,1.00000000
1000,eval,3.04243112,0.33731231,0.06268770,-0.31030950,3.07048416,1.00000000
1000,eval,3.05560589,0.34373161,0.05626839,-0.31066501,3.08239269,1.00000000
1000,eval,3.04049158,0.33940649,0.06059352,-0.31826028,3.06852341,1.00000000
1000,eval,3.06305575,0.34265217,0.05734783,-0.30699691,3.08987522,1.00000000
1000,eval,3.03472662,0.33085573,0.06914428,-0.30562684,3.06383681,1.00000000
1000,eval,3.04578376,0.33262640,0.06737360,-0.31298226,3.07490754,1.00000000
1000,eval,3.04112053,0.33752051,0.06247950,-0.30917257,3.06907511,1.00000000
1000,eval,3.05677366,0.33650985,0.06349015,-0.31052950,3.08499813,1.00000000
1000,eval,3.04317880,0.33688843,0.06311157,-0.31590772,3.07159662,1.00000000
1000,eval,3.03774095,0.33592176,0.06407824,-0.31235960,3.06617475,1.00000000
1000,eval,3.04679251,0.34157327,0.05842674,-0.31118912,3.07403731,1.00000000
1000,eval,3.05417657,0.33989391,0.06010610,-0.31276220,3.08183599,1.00000000
1000,eval,3.03724551,0.34344506,0.05655494,-0.30569667,3.06384134,1.00000000
1000,eval,3.04629946,0.33761168,0.06238833,-0.31331363,3.07444286,1.00000000
1000,eval,3.05470252,0.33681512,0.06318489,-0.31412411,3.08304572,1.00000000
1000,eval,3.02631044,0.35125002,0.04874998,-0.31227961,3.05167437,1.00000000
1000,eval,3.04032063,0.34435248,0.05564752,-0.31176087,3.06703830,1.00000000
1000,eval,3.04057050,0.33920097,0.06079903,-0.30744785,3.06810260,1.00000000
1000,eval,3.02014637,0.34514397,0.05485603,-0.31204283,3.04671979,1.00000000
1000,eval,3.04107857,0.33976361,0.06023639,-0.31214043,3.06873298,1.00000000
1000,eval,3.05311012,0.33942369,0.06057632,-0.31155717,3.08080316,1.00000000
1000,eval,3.03478456,0.33764017,0.06235984,-0.31562957,3.06303787,1.00000000
1000,eval,3.04388428,0.34044847,0.05955154,-0.31413442,3.07150126,1.00000000
1000,eval,3.03293562,0.33947769,0.06052232,-0.30712688,3.06039643,1.00000000
1000,eval,3.05802989,0.33921278,0.06078723,-0.30635151,3.08550501,1.00000000
1000,eval,3.03609300,0.34418535,0.05581465,-0.30062050,3.06228709,1.00000000
1000,eval,3.05153394,0.34055337,0.05944663,-0.30902809,3.07887459,1.00000000
1000,eval,3.03521228,0.34506890,0.05493110,-0.30940878,3.06166911,1.00000000
1000,eval,3.03971434,0.33952376,0.06047624,-0.31118983,3.06736898,1.00000000
1000,eval,3.03677917,0.34072068,0.05927932,-0.31351393,3.06431079,1.00000000
1000,eval,3.04965305,0.34356463,0.05643538,-0.31281406,3.07658076,1.00000000
1000,eval,3.03970313,0.33940983,0.06059018,-0.31690943,3.06766677,1.00000000
1000,eval,3.04704404,0.33849266,0.06150734,-0.30597553,3.07464433,1.00000000
1000,eval,3.04965925,0.33983970,0.06016031,-0.31484312,3.07743335,1.00000000
1000,eval,3.05120325,0.33961549,0.06038451,-0.30836529,3.07869840,1.00000000
1000,eval,3.02826953,0.35113764,0.04886237,-0.31270844,3.05367756,1.00000000
1000,eval,3.04473376,0.33914852,0.06085148,-0.31359819,3.07258391,1.00000000
1000,eval,3.05238390,0.34007421,0.05992579,-0.31264701,3.08000135,1.00000000
1000,eval,3.02783322,0.34034681,0.05965319,-0.31380332,3.05545402,1.00000000
1000,eval,3.04716730,0.33873338,0.06126663,-0.30991310,3.07491612,1.00000000
1000,eval,3.04998159,0.34246907,0.05753094,-0.31300023,3.07713771,1.00000000
1000,eval,3.02927375,0.34274539,0.05725461,-0.31476662,3.05646300,1.00000000
1000,eval,3.05348516,0.33958679,0.06041321,-0.30420694,3.08077812,1.00000000
1000,eval,3.03042579,0.34947354,0.05052647,-0.31206608,3.05613446,1.00000000
1000,eval,3.05390668,0.34295711,0.05704290,-0.31117931,3.08087420,1.00000000
1000,eval,3.04349303,0.34659860,0.05340141,-0.31042200,3.06969428,1.00000000
1000,eval,3.04226327,0.34558445,0.05441555,-0.30916560,3.06860471,1.00000000
1000,eval,3.05143666,0.33744770,0.06255230,-0.31146720,3.07952046,1.00000000
1000,eval,3.03423023,0.34113717,0.05886284,-0.30406162,3.06120586,1.00000000
1000,eval,3.00142670,0.35439160,0.04560840,-0.31254250,3.02617550,1.00000000
1000,eval,3.03604412,0.33258423,0.06741577,-0.31180179,3.06511736,1.00000000
1000,eval,3.05088282,0.34635812,0.05364189,-0.31276420,3.07724929,1.00000000
1000,eval,3.03624582,0.33837256,0.06162745,-0.30805424,3.06397414,1.00000000
1000,eval,3.04090810,0.34300184,0.05699816,-0.31236321,3.06792593,1.00000000
1000,eval,3.03300905,0.35019732,0.04980269,-0.31245017,3.05859232,1.00000000
1000,eval,3.06417108,0.33889931,0.06110069,-0.31357953,3.09207010,1.00000000
1000,eval,3.02549696,0.33987916,0.06012085,-0.30886921,3.05296469,1.00000000
1000,eval,3.03877664,0.34209967,0.05790034,-0.30921975,3.06581759,1.00000000
1000,eval,3.05270886,0.33644527,0.06355473,-0.31348464,3.08109403,1.00000000
1000,eval,3.03568196,0.34020394,0.05979607,-0.30854055,3.06306839,1.00000000
1000,eval,3.03055191,0.34341958,0.05658042,-0.31721276,3.05772853,1.00000000
1000,eval,3.05720949,0.33492172,0.06507829,-0.31089821,3.08577013,1.00000000
1000,eval,3.00805187,0.34510756,0.05489245,-0.31696203,3.03487849,1.00000000
1000,eval,3.05802345,0.34615797,0.05384204,-0.30987149,3.08428550,1.00000000
1000,eval,3.02557850,0.33882925,0.06117076,-0.30920863,3.05327320,1.00000000
1000,eval,3.05229664,0.33995917,0.06004083,-0.30878973,3.07974434,1.00000000
1000,eval,3.06474495,0.33483893,0.06516108,-0.30591416,3.09307289,1.00000000
1000,eval,3.03572202,0.34552908,0.05447093,-0.31357503,3.06229496,1.00000000
1000,eval,3.03491044,0.34307706,0.05692294,-0.31003350,3.06179667,1.00000000
1000,eval,3.03165197,0.33622551,0.06377450,-0.31326327,3.06007004,1.00000000
1000,eval,3.04578590,0.33992732,0.06007269,-0.31064600,3.07333279,1.00000000
1000,eval,3.03980207,0.34229410,0.05770591,-0.30722529,3.06670451,1.00000000
1000,eval,3.04014921,0.34347329,0.05652672,-0.30408579,3.06665874,1.00000000
1000,eval,3.03842044,0.34069076,0.05930924,-0.31035760,3.06580019,1.00000000
1000,eval,3.04135346,0.33787897,0.06212103,-0.30975935,3.06926560,1.00000000
1000,eval,3.01431990,0.34684688,0.05315313,-0.31391469,3.04064631,1.00000000
1000,eval,3.04710603,0.34106234,0.05893767,-0.31307429,3.07454729,1.00000000
1000,eval,3.07633185,0.34941253,0.05058748,-0.29581124,3.10123992,1.00000000
1500,eval,3.04184318,0.34654066,0.05345935,-0.31487831,3.06827903,1.00000000
1500,eval,3.02748084,0.33793974,0.06206027,-0.31104773,3.05544519,1.00000000
1500,eval,3.01700449,0.34570381,0.05429620,-0.31453678,3.04359055,1.00000000
1500,eval,3.02966094,0.33987752,0.06012249,-0.30658013,3.05701447,1.00000000
1500,eval,3.01906919,0.34667200,0.05332801,-0.31485710,3.04547763,1.00000000
1500,eval,3.02220821,0.34275496,0.05724505,-0.30805916,3.04906034,1.00000000
1500,eval,3.02835774,0.34150958,0.05849043,-0.30646580,3.05537915,1.00000000
1500,eval,3.03205657,0.33890769,0.06109232,-0.30970788,3.05976033,1.00000000
1500,eval,3.02664208,0.34461340,0.05538660,-0.31500325,3.05346966,1.00000000
1500,eval,3.03501177,0.33640054,0.06359947,-0.31073171,3.06326818,1.00000000
1500,eval,3.02883077,0.33873153,0.06126848,-0.30520847,3.05634499,1.00000000
1500,eval,3.04810119,0.33874291,0.06125709,-0.31294572,3.07599974,1.00000000
1500,eval,3.04744530,0.33414751,0.06585249,-0.31013319,3.07612252,1.00000000
1500,eval,3.04019856,0.33331379,0.06668621,-0.31562540,3.06931686,1.00000000
1500,eval,3.02273798,0.34975973,0.05024028,-0.30772606,3.04817247,1.00000000
1500,eval,3.02384186,0.33767137,0.06232864,-0.31026146,3.05182076,1.00000000
1500,eval,3.03700185,0.33808374,0.06191626,-0.30881912,3.06482601,1.00000000
1500,eval,3.01290965,0.33852923,0.06147078,-0.31435165,3.04092121,1.00000000
1500,eval,3.04419041,0.34293076,0.05706924,-0.31325400,3.07126689,1.00000000
1500,eval,3.03391123,0.33801961,0.06198040,-0.30903769,3.06175923,1.00000000
1500,eval,3.03249907,0.33537167,0.06462833,-0.31599015,3.06122422,1.00000000
1500,eval,3.03119469,0.34380782,0.05619219,-0.30762222,3.05781412,1.00000000
1500,eval,3.04402900,0.33950874,0.06049126,-0.31067067,3.07166076,1.00000000
1500,eval,3.02413201,0.33882278,0.06117722,-0.31149665,3.05194235,1.00000000
1500,eval,3.02124476,0.34099033,0.05900967,-0.31979299,3.04903626,1.00000000
1500,eval,3.02772212,0.33605418,0.06394583,-0.31155109,3.05608892,1.00000000
1500,eval,3.04132152,0.34348303,0.05651698,-0.31212425,3.06823111,1.00000000
1500,eval,3.01663566,0.34059462,0.05940539,-0.31028026,3.04403067,1.00000000
1500,eval,3.04135656,0.33567014,0.06432986,-0.31340149,3.06989264,1.00000000
1500,eval,3.04595876,0.34018686,0.05981314,-0.31028038,3.07343554,1.00000000
1500,eval,3.02396870,0.33777869,0.06222132,-0.31272113,3.05204892,1.00000000
1500,eval,3.00766516,0.33538276,0.06461725,-0.31025261,3.03610134,1.00000000
1500,eval,3.02973032,0.33946750,0.06053251,-0.31042761,3.05735803,1.00000000
1500,eval,3.03431082,0.34075516,0.05924484,-0.31112778,3.06171608,1.00000000
1500,eval,3.04192042,0.33734030,0.06265971,-0.31193367,3.07004905,1.00000000
1500,eval,3.04861116,0.33752006,0.06247994,-0.30451807,3.07633305,1.00000000
1500,eval,3.05044532,0.33613312,0.06386688,-0.30862731,3.07865000,1.00000000
1500,eval,3.03708410,0.34464705,0.05535296,-0.31957740,3.06413341,1.00000000
1500,eval,3.01579928,0.34174135,0.05825865,-0.31304041,3.04310298,1.00000000
1500,eval,3.03146839,0.33827916,0.06172085,-0.31200621,3.05941272,1.00000000
1500,eval,3.03549528,0.33519137,0.06480864,-0.31499124,3.06420636,1.00000000
1500,eval,3.03343725,0.34742486,0.05257514,-0.31094310,3.05949926,1.00000000
1500,eval,3.02283716,0.34321907,0.05678093,-0.31424284,3.04990530,1.00000000
1500,eval,3.04010606,0.34223205,0.05776796,-0.31514341,3.06741667,1.00000000
1500,eval,3.03138781,0.33729100,0.06270900,-0.31028107,3.05944371,1.00000000
1500,eval,3.04588342,0.34363776,0.05636224,-0.31064859,3.07268834,1.00000000
1500,eval,3.02905321,0.33940053,0.06059948,-0.31829929,3.05708814,1.00000000
1500,eval,3.05329537,0.34259152,0.05740848,-0.30699998,3.08012724,1.00000000
1500,eval,3.02408743,0.33079007,0.06920993,-0.30559966,3.05320954,1.00000000
1500,eval,3.03335190,0.33257297,0.06742704,-0.31295130,3.06248498,1.00000000
1500,eval,3.03106189,0.33746073,0.06253928,-0.30908123,3.05902386,1.00000000
1500,eval,3.04617691,0.33644488,0.06355512,-0.31051511,3.07441378,1.00000000
1500,eval,3.03486443,0.33679640,0.06320360,-0.31587592,3.06329894,1.00000000
1500,eval,3.02661896,0.33587560,0.06412441,-0.31230444,3.05505896,1.00000000
1500,eval,3.03699207,0.34156200,0.05843800,-0.31119373,3.06423926,1.00000000
1500,eval,3.04413795,0.33980668,0.06019333,-0.31271386,3.07181239,1.00000000
1500,eval,3.02649260,0.34349218,0.05650783,-0.30573234,3.05308080,1.00000000
1500,eval,3.03660226,0.33751544,0.06248456,-0.31328472,3.06476355,1.00000000
1500,eval,3.04700089,0.33667415,0.06332585,-0.31403509,3.07536793,1.00000000
1500,eval,3.01246691,0.35123485,0.04876515,-0.31231990,3.03783584,1.00000000
1500,eval,3.03019619,0.34431553,0.05568448,-0.31175160,3.05692077,1.00000000
1500,eval,3.03132296,0.33917531,0.06082469,-0.30744880,3.05886030,1.00000000
1500,eval,3.00728154,0.34511158,0.05488843,-0.31199932,3.03385925,1.00000000
1500,eval,3.02980876,0.33969226,0.06030774,-0.31207094,3.05747390,1.00000000
1500,eval,3.04129553,0.33932215,0.06067786,-0.31153241,3.06900764,1.00000000
1500,eval,3.02536178,0.33757481,0.06242520,-0.31554994,3.05362439,1.00000000
1500,eval,3.03234959,0.34038794,0.05961207,-0.31411293,3.05997753,1.00000000
1500,eval,3.02286530,0.33940646,0.06059355,-0.30712727,3.05034041,1.00000000
1500,eval,3.04854870,0.33916265,0.06083736,-0.30636930,3.07603455,1.00000000
1500,eval,3.02435708,0.34414503,0.05585498,-0.30055124,3.05055571,1.00000000
1500,eval,3.04061556,0.34054390,0.05945611,-0.30897945,3.06795573,1.00000000
1500,eval,3.02541971,0.34507087,0.05492914,-0.30940312,3.05187583,1.00000000
1500,eval,3.02916789,0.33948317,0.06051683,-0.31115457,3.05682898,1.00000000
1500,eval,3.02756548,0.34065267,0.05934733,-0.31341082,3.05510545,1.00000000
1500,eval,3.03882027,0.34347382,0.05652618,-0.31280497,3.06576586,1.00000000
1500,eval,3.02881145,0.33928305,0.06071696,-0.31683585,3.05679655,1.00000000
1500,eval,3.03738427,0.33842918,0.06157082,-0.30592480,3.06499457,1.00000000
1500,eval,3.03843832,0.33979294,0.06020707,-0.31478563,3.06621885,1.00000000
1500,eval,3.04116464,0.33955291,0.06044710,-0.30834591,3.06867146,1.00000000
1500,eval,3.01837969,0.35105941,0.04894060,-0.31269446,3.04380250,1.00000000
1500,eval,3.03543401,0.33909875,0.06090125,-0.31356773,3.06329274,1.00000000
