step,split,CE_to_pseudo_label,expected_GC,bounded_GC_penalty,expected_log_CAI,total_loss,synonym_mask_coverage
500,eval,3.24543452,0.42553154,0.00000000,-0.22246628,3.25655794,1.00000000
500,eval,3.24307704,0.42581573,0.00000000,-0.22472595,3.25431323,1.00000000
500,eval,3.22857213,0.42636117,0.00000000,-0.24146460,3.24064541,1.00000000
500,eval,3.20478964,0.42697191,0.00000000,-0.23392539,3.21648598,1.00000000
500,eval,3.23609042,0.42642164,0.00000000,-0.22913404,3.24754715,1.00000000
500,eval,3.23740625,0.42616871,0.00000000,-0.22686106,3.24874926,1.00000000
500,eval,3.23481917,0.42736036,0.00000000,-0.23569402,3.24660397,1.00000000
500,eval,3.22583866,0.42560428,0.00000000,-0.23586465,3.23763180,1.00000000
500,eval,3.24302053,0.42639223,0.00000000,-0.23517303,3.25477910,1.00000000
500,eval,3.23377442,0.42631418,0.00000000,-0.22514012,3.24503136,1.00000000
500,eval,3.25465298,0.42736596,0.00000000,-0.23066691,3.26618624,1.00000000
500,eval,3.22325778,0.42699322,0.00000000,-0.23683216,3.23509932,1.00000000
500,eval,3.25475168,0.42655247,0.00000000,-0.22816262,3.26615977,1.00000000
500,eval,3.22566056,0.42547548,0.00000000,-0.21470247,3.23639560,1.00000000
500,eval,3.23318624,0.42631015,0.00000000,-0.22282754,3.24432755,1.00000000
500,eval,3.22849822,0.42623332,0.00000000,-0.22496717,3.23974657,1.00000000
500,eval,3.24533916,0.42382276,0.00000000,-0.22823852,3.25675106,1.00000000
500,eval,3.22889042,0.42617509,0.00000000,-0.23190439,3.24048567,1.00000000
500,eval,3.21854544,0.42561874,0.00000000,-0.22726920,3.22990894,1.00000000
500,eval,3.23537803,0.42673975,0.00000000,-0.23158723,3.24695730,1.00000000
500,eval,3.24249482,0.42682824,0.00000000,-0.23047985,3.25401878,1.00000000
500,eval,3.22544026,0.42762110,0.00000000,-0.22567427,3.23672390,1.00000000
500,eval,3.22717047,0.42736453,0.00000000,-0.22745879,3.23854351,1.00000000
500,eval,3.23911619,0.42498335,0.00000000,-0.22883084,3.25055766,1.00000000
500,eval,3.25813818,0.42853680,0.00000000,-0.23899834,3.27008820,1.00000000
500,eval,3.22814465,0.42684156,0.00000000,-0.23287718,3.23978853,1.00000000
500,eval,3.22573018,0.42523366,0.00000000,-0.22791091,3.23712564,1.00000000
500,eval,3.21712828,0.42736515,0.00000000,-0.23581128,3.22891879,1.00000000
500,eval,3.22804117,0.42485559,0.00000000,-0.23025337,3.23955393,1.00000000
500,eval,3.23945570,0.42620844,0.00000000,-0.22786221,3.25084877,1.00000000
500,eval,3.21682620,0.42579335,0.00000000,-0.23110481,3.22838140,1.00000000
500,eval,3.23597264,0.42684281,0.00000000,-0.23243327,3.24759436,1.00000000
500,eval,3.21853185,0.42507541,0.00000000,-0.22682066,3.22987294,1.00000000
500,eval,3.24236155,0.42581761,0.00000000,-0.22487336,3.25360513,1.00000000
500,eval,3.23320818,0.42843419,0.00000000,-0.22153127,3.24428463,1.00000000
500,eval,3.24064827,0.42652333,0.00000000,-0.22675107,3.25198579,1.00000000
500,eval,3.22244501,0.42561889,0.00000000,-0.23427628,3.23415875,1.00000000
500,eval,3.21878242,0.42633492,0.00000000,-0.22958396,3.23026156,1.00000000
500,eval,3.22978210,0.42753908,0.00000000,-0.22943488,3.24125385,1.00000000
500,eval,3.23015165,0.42509305,0.00000000,-0.23496027,3.24189973,1.00000000
500,eval,3.22047043,0.42534748,0.00000000,-0.23580214,3.23226047,1.00000000
500,eval,3.23793769,0.42670536,0.00000000,-0.22346912,3.24911118,1.00000000
500,eval,3.23638511,0.42694643,0.00000000,-0.23158525,3.24796438,1.00000000
500,eval,3.24307895,0.42483163,0.00000000,-0.22825120,3.25449157,1.00000000
500,eval,3.21525145,0.42927453,0.00000000,-0.23877217,3.22719002,1.00000000
500,eval,3.23003054,0.42605209,0.00000000,-0.23024626,3.24154282,1.00000000
500,eval,3.23047972,0.42572400,0.00000000,-0.23206818,3.24208307,1.00000000
500,eval,3.21290207,0.42502761,0.00000000,-0.23463477,3.22463369,1.00000000
500,eval,3.23522568,0.42641592,0.00000000,-0.22675617,3.24656343,1.00000000
500,eval,3.23871088,0.42708096,0.00000000,-0.23210689,3.25031614,1.00000000
500,eval,3.21729207,0.42659926,0.00000000,-0.23627308,3.22910571,1.00000000
500,eval,3.23777151,0.42589751,0.00000000,-0.22263154,3.24890304,1.00000000
500,eval,3.22593451,0.42865205,0.00000000,-0.23797305,3.23783326,1.00000000
500,eval,3.25075340,0.42645720,0.00000000,-0.23232697,3.26236963,1.00000000
500,eval,3.24545932,0.42803225,0.00000000,-0.23167111,3.25704288,1.00000000
500,eval,3.23300242,0.42694423,0.00000000,-0.23239599,3.24462223,1.00000000
500,eval,3.23377514,0.42625207,0.00000000,-0.22725360,3.24513793,1.00000000
500,eval,3.23526144,0.42713973,0.00000000,-0.22327946,3.24642539,1.00000000
500,eval,3.19872403,0.42775220,0.00000000,-0.24384446,3.21091628,1.00000000
500,eval,3.22155094,0.42615446,0.00000000,-0.22279261,3.23269057,1.00000000
500,eval,3.24840117,0.42728040,0.00000000,-0.23658545,3.26023054,1.00000000
500,eval,3.22779894,0.42493370,0.00000000,-0.22659743,3.23912883,1.00000000
500,eval,3.22778559,0.42720369,0.00000000,-0.23177822,3.23937440,1.00000000
500,eval,3.24999714,0.42931056,0.00000000,-0.23716578,3.26185536,1.00000000
500,eval,3.25005984,0.42596290,0.00000000,-0.23129995,3.26162481,1.00000000
500,eval,3.21500874,0.42734626,0.00000000,-0.22411317,3.22621441,1.00000000
500,eval,3.22539783,0.42522600,0.00000000,-0.23051465,3.23692346,1.00000000
500,eval,3.23921418,0.42618981,0.00000000,-0.22674103,3.25055122,1.00000000
500,eval,3.22071147,0.42457393,0.00000000,-0.22872739,3.23214793,1.00000000
500,eval,3.21802449,0.42795625,0.00000000,-0.23524851,3.22978687,1.00000000
500,eval,3.24409151,0.42462072,0.00000000,-0.22567041,3.25537515,1.00000000
500,eval,3.28740454,0.43048826,0.00000000,-0.23535556,3.29917240,1.00000000
500,eval,3.24215388,0.42696181,0.00000000,-0.23271719,3.25378966,1.00000000
500,eval,3.21849966,0.42453417,0.00000000,-0.22983852,3.22999167,1.00000000
500,eval,3.23544836,0.42658481,0.00000000,-0.22674538,3.24678564,1.00000000
500,eval,3.24756289,0.42584649,0.00000000,-0.21898240,3.25851202,1.00000000
500,eval,3.23164725,0.42694354,0.00000000,-0.23755662,3.24352503,1.00000000
500,eval,3.22253275,0.42650947,0.00000000,-0.22922608,3.23399401,1.00000000
500,eval,3.22404337,0.42667565,0.00000000,-0.22686744,3.23538685,1.00000000
500,eval,3.23112941,0.42639223,0.00000000,-0.22891758,3.24257517,1.00000000
500,eval,3.23263335,0.42771965,0.00000000,-0.22591314,3.24392891,1.00000000
500,eval,3.23325706,0.42593363,0.00000000,-0.22718403,3.24461627,1.00000000
500,eval,3.22710466,0.42528707,0.00000000,-0.23214869,3.23871207,1.00000000
500,eval,3.22802734,0.42563021,0.00000000,-0.22656016,3.23935533,1.00000000
500,eval,3.20482731,0.43034574,0.00000000,-0.23434857,3.21654463,1.00000000
500,eval,3.23098397,0.42533246,0.00000000,-0.23433748,3.24270082,1.00000000
500,eval,3.26293111,0.42652118,0.00000000,-0.22164710,3.27401352,1.00000000
1000,eval,3.19550657,0.42793980,0.00000000,-0.23684384,3.20734882,1.00000000
1000,eval,3.18102098,0.42945087,0.00000000,-0.22491774,3.19226694,1.00000000
1000,eval,3.18054676,0.42951801,0.00000000,-0.23302019,3.19219780,1.00000000
1000,eval,3.17605734,0.42842016,0.00000000,-0.22338286,3.18722653,1.00000000
1000,eval,3.17368484,0.42872271,0.00000000,-0.23603843,3.18548679,1.00000000
1000,eval,3.18688869,0.42966813,0.00000000,-0.22543567,3.19816041,1.00000000
1000,eval,3.20270109,0.43056154,0.00000000,-0.22077912,3.21374011,1.00000000
1000,eval,3.19062471,0.42952383,0.00000000,-0.22393590,3.20182157,1.00000000
1000,eval,3.18229032,0.42906946,0.00000000,-0.23478106,3.19402933,1.00000000
1000,eval,3.18702126,0.42835820,0.00000000,-0.22392881,3.19821763,1.00000000
1000,eval,3.18367982,0.43091834,0.00000000,-0.21987325,3.19467354,1.00000000
1000,eval,3.19511700,0.42865384,0.00000000,-0.22625484,3.20642972,1.00000000
1000,eval,3.20206499,0.42767161,0.00000000,-0.22038965,3.21308446,1.00000000
1000,eval,3.18952346,0.42791492,0.00000000,-0.22373059,3.20071006,1.00000000
1000,eval,3.18021417,0.42966482,0.00000000,-0.23199554,3.19181395,1.00000000
1000,eval,3.18867612,0.42853361,0.00000000,-0.22283323,3.19981790,1.00000000
1000,eval,3.19618297,0.42808238,0.00000000,-0.22435361,3.20740056,1.00000000
1000,eval,3.17544627,0.42711040,0.00000000,-0.22896045,3.18689418,1.00000000
1000,eval,3.19714451,0.42869744,0.00000000,-0.23190255,3.20873952,1.00000000
1000,eval,3.18979716,0.42947561,0.00000000,-0.22095704,3.20084500,1.00000000
1000,eval,3.18664289,0.42778489,0.00000000,-0.22734018,3.19800997,1.00000000
1000,eval,3.18912268,0.42837664,0.00000000,-0.22902900,3.20057416,1.00000000
1000,eval,3.19751215,0.42989796,0.00000000,-0.22421069,3.20872259,1.00000000
1000,eval,3.17981434,0.42859069,0.00000000,-0.22618364,3.19112349,1.00000000
1000,eval,3.17868042,0.42909458,0.00000000,-0.23455292,3.19040799,1.00000000
1000,eval,3.18568826,0.42958143,0.00000000,-0.22070268,3.19672346,1.00000000
1000,eval,3.20352817,0.42926154,0.00000000,-0.23165393,3.21511078,1.00000000
1000,eval,3.17258739,0.42968401,0.00000000,-0.22319977,3.18374729,1.00000000
1000,eval,3.19932842,0.42879933,0.00000000,-0.22333892,3.21049547,1.00000000
1000,eval,3.19321871,0.42820713,0.00000000,-0.22615823,3.20452666,1.00000000
1000,eval,3.17491150,0.42835253,0.00000000,-0.22633648,3.18622828,1.00000000
1000,eval,3.16798162,0.42947417,0.00000000,-0.22111233,3.17903733,1.00000000
1000,eval,3.17687511,0.42970803,0.00000000,-0.22415966,3.18808317,1.00000000
1000,eval,3.18127108,0.42951083,0.00000000,-0.22632982,3.19258761,1.00000000
1000,eval,3.19454145,0.42886013,0.00000000,-0.22479191,3.20578098,1.00000000
1000,eval,3.20615625,0.42862937,0.00000000,-0.21876413,3.21709442,1.00000000
1000,eval,3.20195889,0.42873409,0.00000000,-0.22176403,3.21304703,1.00000000
1000,eval,3.19205284,0.42949969,0.00000000,-0.23763192,3.20393443,1.00000000
1000,eval,3.16519952,0.42953628,0.00000000,-0.23088419,3.17674375,1.00000000
1000,eval,3.19130301,0.42954078,0.00000000,-0.22549728,3.20257783,1.00000000
1000,eval,3.19620824,0.42884159,0.00000000,-0.22438928,3.20742774,1.00000000
1000,eval,3.18868852,0.43004975,0.00000000,-0.23199242,3.20028806,1.00000000
1000,eval,3.18097949,0.42862177,0.00000000,-0.23255581,3.19260716,1.00000000
1000,eval,3.20043921,0.42963502,0.00000000,-0.23137638,3.21200800,1.00000000
1000,eval,3.18862200,0.42844728,0.00000000,-0.22261591,3.19975281,1.00000000
1000,eval,3.21021557,0.42975426,0.00000000,-0.22808532,3.22161984,1.00000000
1000,eval,3.18362284,0.42975038,0.00000000,-0.23371419,3.19530845,1.00000000
1000,eval,3.20767403,0.42848682,0.00000000,-0.22560549,3.21895432,1.00000000
1000,eval,3.18164039,0.42775717,0.00000000,-0.21245240,3.19226289,1.00000000
1000,eval,3.19176769,0.42897788,0.00000000,-0.22046664,3.20279098,1.00000000
1000,eval,3.18628168,0.42867818,0.00000000,-0.22208855,3.19738603,1.00000000
1000,eval,3.20199633,0.42788571,0.00000000,-0.22334431,3.21316361,1.00000000
1000,eval,3.19107723,0.42932037,0.00000000,-0.22814961,3.20248461,1.00000000
1000,eval,3.17886829,0.42894265,0.00000000,-0.22377186,3.19005680,1.00000000
1000,eval,3.19326115,0.42870969,0.00000000,-0.22942315,3.20473242,1.00000000
1000,eval,3.20390439,0.42943165,0.00000000,-0.22757597,3.21528316,1.00000000
1000,eval,3.17973995,0.42975476,0.00000000,-0.22311696,3.19089580,1.00000000
1000,eval,3.19111872,0.42969474,0.00000000,-0.22496389,3.20236683,1.00000000
1000,eval,3.19959617,0.42786604,0.00000000,-0.22535482,3.21086383,1.00000000
1000,eval,3.20852423,0.43008524,0.00000000,-0.23702914,3.22037578,1.00000000
1000,eval,3.18422174,0.42874965,0.00000000,-0.23037028,3.19574022,1.00000000
1000,eval,3.18240929,0.42839691,0.00000000,-0.22460520,3.19363952,1.00000000
1000,eval,3.17201424,0.42913812,0.00000000,-0.23379469,3.18370390,1.00000000
1000,eval,3.18731380,0.42813224,0.00000000,-0.22645546,3.19863653,1.00000000
1000,eval,3.19785881,0.42932266,0.00000000,-0.22450359,3.20908403,1.00000000
1000,eval,3.17959905,0.42869714,0.00000000,-0.22787432,3.19099283,1.00000000
1000,eval,3.19091058,0.42903164,0.00000000,-0.23016316,3.20241880,1.00000000
1000,eval,3.17790365,0.42775255,0.00000000,-0.22387160,3.18909717,1.00000000
1000,eval,3.20298100,0.42941558,0.00000000,-0.22080407,3.21402121,1.00000000
1000,eval,3.18827057,0.43079612,0.00000000,-0.21891545,3.19921637,1.00000000
1000,eval,3.19887328,0.42958707,0.00000000,-0.22334041,3.21004033,1.00000000
1000,eval,3.17946005,0.42872608,0.00000000,-0.23076843,3.19099855,1.00000000
1000,eval,3.17634511,0.42901254,0.00000000,-0.22661257,3.18767571,1.00000000
1000,eval,3.18745518,0.42992035,0.00000000,-0.22650038,3.19878030,1.00000000
1000,eval,3.19260955,0.42841461,0.00000000,-0.23076043,3.20414758,1.00000000
1000,eval,3.18182015,0.42897987,0.00000000,-0.23143291,3.19339180,1.00000000
1000,eval,3.19610572,0.42928547,0.00000000,-0.22064754,3.20713806,1.00000000
1000,eval,3.19542336,0.42931432,0.00000000,-0.22935238,3.20689106,1.00000000
1000,eval,3.19959354,0.42781851,0.00000000,-0.22485571,3.21083641,1.00000000
1000,eval,3.17027712,0.43107378,0.00000000,-0.23633383,3.18209386,1.00000000
1000,eval,3.19080234,0.42952624,0.00000000,-0.22630236,3.20211744,1.00000000
1000,eval,3.19273448,0.42872730,0.00000000,-0.22861780,3.20416546,1.00000000
1000,eval,3.16952538,0.42828745,0.00000000,-0.23089509,3.18107009,1.00000000
1000,eval,3.19814706,0.42971754,0.00000000,-0.22288173,3.20929122,1.00000000
1000,eval,3.19957685,0.42886657,0.00000000,-0.22971818,3.21106267,1.00000000
1000,eval,3.17681026,0.42880297,0.00000000,-0.23369384,3.18849492,1.00000000
1000,eval,3.19531202,0.42916071,0.00000000,-0.21851896,3.20623803,1.00000000
1000,eval,3.17919540,0.43111420,0.00000000,-0.23501800,3.19094634,1.00000000
1000,eval,3.20925140,0.42965230,0.00000000,-0.22830270,3.22066665,1.00000000
1000,eval,3.19621491,0.43063912,0.00000000,-0.22822244,3.20762610,1.00000000
1000,eval,3.18825650,0.42937455,0.00000000,-0.22915231,3.19971418,1.00000000
1000,eval,3.19294858,0.42919096,0.00000000,-0.22411585,3.20415449,1.00000000
1000,eval,3.18227720,0.43051431,0.00000000,-0.21922387,3.19323850,1.00000000
1000,eval,3.14698362,0.42902702,0.00000000,-0.24196249,3.15908170,1.00000000
1000,eval,3.18140173,0.42939356,0.00000000,-0.21925130,3.19236422,1.00000000
1000,eval,3.20111728,0.42983395,0.00000000,-0.23364717,3.21279955,1.00000000
1000,eval,3.18286920,0.42841455,0.00000000,-0.22249803,3.19399405,1.00000000
1000,eval,3.18797207,0.43007368,0.00000000,-0.22858527,3.19940138,1.00000000
1000,eval,3.20450234,0.43048778,0.00000000,-0.23562631,3.21628356,1.00000000
1000,eval,3.20759296,0.42892399,0.00000000,-0.22783853,3.21898484,1.00000000
1000,eval,3.17072606,0.42988217,0.00000000,-0.22126056,3.18178916,1.00000000
1000,eval,3.18160081,0.42859793,0.00000000,-0.22641911,3.19292188,1.00000000
1000,eval,3.20111132,0.42999792,0.00000000,-0.22241220,3.21223187,1.00000000
1000,eval,3.17780733,0.42856213,0.00000000,-0.22442330,3.18902850,1.00000000
1000,eval,3.17605472,0.43048316,0.00000000,-0.23246782,3.18767810,1.00000000
1000,eval,3.20458531,0.42837027,0.00000000,-0.22166261,3.21566844,1.00000000
1000,eval,3.22582245,0.43244952,0.00000000,-0.23283030,3.23746395,1.00000000
1000,eval,3.20174146,0.42925590,0.00000000,-0.22980390,3.21323156,1.00000000
1000,eval,3.17549133,0.42821413,0.00000000,-0.22561519,3.18677211,1.00000000
1000,eval,3.19250321,0.42985624,0.00000000,-0.22325367,3.20366597,1.00000000
1000,eval,3.20620823,0.42807397,0.00000000,-0.21637742,3.21702719,1.00000000
1000,eval,3.18686295,0.42881924,0.00000000,-0.23538364,3.19863224,1.00000000
1000,eval,3.17638159,0.43079159,0.00000000,-0.22441329,3.18760228,1.00000000
1000,eval,3.18152452,0.42933303,0.00000000,-0.22423939,3.19273639,1.00000000
1000,eval,3.18981004,0.43020520,0.00000000,-0.22430742,3.20102549,1.00000000
1000,eval,3.18810463,0.42937204,0.00000000,-0.22382246,3.19929576,1.00000000
1000,eval,3.18789458,0.42913249,0.00000000,-0.22356053,3.19907260,1.00000000
1000,eval,3.18371654,0.42834377,0.00000000,-0.22845438,3.19513917,1.00000000
1000,eval,3.18272090,0.42877230,0.00000000,-0.22316909,3.19387937,1.00000000
1000,eval,3.15599489,0.43232819,0.00000000,-0.23200597,3.16759515,1.00000000
1000,eval,3.18927741,0.42886358,0.00000000,-0.22996807,3.20077586,1.00000000
1000,eval,3.22384143,0.42851517,0.00000000,-0.21827501,3.23475528,1.00000000
1500,eval,3.14643884,0.43069074,0.00000000,-0.23343560,3.15811062,1.00000000
1500,eval,3.12282181,0.43132162,0.00000000,-0.22251344,3.13394737,1.00000000
1500,eval,3.11875176,0.43179348,0.00000000,-0.23022792,3.13026309,1.00000000
1500,eval,3.12477160,0.43056950,0.00000000,-0.22089340,3.13581634,1.00000000
1500,eval,3.11268854,0.42969990,0.00000000,-0.23462896,3.12441993,1.00000000
1500,eval,3.13241267,0.43233615,0.00000000,-0.22204514,3.14351487,1.00000000
1500,eval,3.16743135,0.43419507,0.00000000,-0.21665639,3.17826414,1.00000000
1500,eval,3.13575649,0.43111306,0.00000000,-0.22211786,3.14686227,1.00000000
1500,eval,3.12790108,0.43062323,0.00000000,-0.23314247,3.13955832,1.00000000
1500,eval,3.12978649,0.43029514,0.00000000,-0.22178167,3.14087558,1.00000000
1500,eval,3.12424827,0.43243420,0.00000000,-0.21842553,3.13516951,1.00000000
1500,eval,3.14197278,0.43153444,0.00000000,-0.22266915,3.15310621,1.00000000
1500,eval,3.14658952,0.42930582,0.00000000,-0.21876204,3.15752769,1.00000000
1500,eval,3.13753462,0.42990661,0.00000000,-0.22136472,3.14860296,1.00000000
1500,eval,3.12129736,0.43155473,0.00000000,-0.23005620,3.13280010,1.00000000
1500,eval,3.12468672,0.43068394,0.00000000,-0.22081834,3.13572764,1.00000000
1500,eval,3.13881397,0.43059945,0.00000000,-0.22121413,3.14987469,1.00000000
1500,eval,3.11964369,0.43116462,0.00000000,-0.22445393,3.13086629,1.00000000
1500,eval,3.14690280,0.43133271,0.00000000,-0.22903155,3.15835428,1.00000000
1500,eval,3.13008070,0.43191850,0.00000000,-0.21843636,3.14100242,1.00000000
1500,eval,3.13252282,0.42937207,0.00000000,-0.22569717,3.14380765,1.00000000
1500,eval,3.13527513,0.43092668,0.00000000,-0.22592120,3.14657116,1.00000000
1500,eval,3.14502144,0.43175215,0.00000000,-0.22210273,3.15612650,1.00000000
1500,eval,3.11823893,0.43079677,0.00000000,-0.22376147,3.12942696,1.00000000
1500,eval,3.12977791,0.43163225,0.00000000,-0.23146138,3.14135098,1.00000000
1500,eval,3.12525439,0.43246281,0.00000000,-0.21712239,3.13611054,1.00000000
1500,eval,3.14431000,0.43095976,0.00000000,-0.22970641,3.15579534,1.00000000
1500,eval,3.11430526,0.43184549,0.00000000,-0.22056571,3.12533355,1.00000000
1500,eval,3.14170980,0.43049079,0.00000000,-0.22139955,3.15277982,1.00000000
1500,eval,3.14317870,0.43119228,0.00000000,-0.22247246,3.15430236,1.00000000
1500,eval,3.12262440,0.42975089,0.00000000,-0.22422840,3.13383579,1.00000000
1500,eval,3.11236286,0.43250963,0.00000000,-0.21749444,3.12323761,1.00000000
1500,eval,3.12196732,0.43080476,0.00000000,-0.22284710,3.13310957,1.00000000
1500,eval,3.12610078,0.43102878,0.00000000,-0.22493190,3.13734746,1.00000000
1500,eval,3.14169550,0.43017280,0.00000000,-0.22286968,3.15283895,1.00000000
1500,eval,3.15632367,0.43174374,0.00000000,-0.21518356,3.16708279,1.00000000
1500,eval,3.14592361,0.43123400,0.00000000,-0.21870573,3.15685892,1.00000000
1500,eval,3.14277744,0.43115196,0.00000000,-0.23533528,3.15454412,1.00000000
1500,eval,3.11228180,0.43118224,0.00000000,-0.22905567,3.12373447,1.00000000
1500,eval,3.13467479,0.43157423,0.00000000,-0.22302896,3.14582634,1.00000000
1500,eval,3.14343786,0.43039384,0.00000000,-0.22277112,3.15457630,1.00000000
1500,eval,3.13424826,0.43132159,0.00000000,-0.23093325,3.14579487,1.00000000
1500,eval,3.12801480,0.43115452,0.00000000,-0.22979334,3.13950443,1.00000000
1500,eval,3.14147139,0.43195391,0.00000000,-0.22811133,3.15287685,1.00000000
1500,eval,3.13545609,0.43219206,0.00000000,-0.21803866,3.14635801,1.00000000
1500,eval,3.15145445,0.43192410,0.00000000,-0.22578970,3.16274405,1.00000000
1500,eval,3.12475514,0.43046424,0.00000000,-0.23252238,3.13638115,1.00000000
1500,eval,3.15289116,0.43072608,0.00000000,-0.22331539,3.16405702,1.00000000
1500,eval,3.12934732,0.43013909,0.00000000,-0.20979121,3.13983679,1.00000000
1500,eval,3.13105416,0.43111819,0.00000000,-0.21791337,3.14194989,1.00000000
1500,eval,3.13375235,0.42995498,0.00000000,-0.22018258,3.14476156,1.00000000
1500,eval,3.14871931,0.43005532,0.00000000,-0.22100998,3.15976977,1.00000000
1500,eval,3.13762975,0.43134603,0.00000000,-0.22536147,3.14889789,1.00000000
1500,eval,3.12739515,0.43153819,0.00000000,-0.22077110,3.13843369,1.00000000
1500,eval,3.13561296,0.43178993,0.00000000,-0.22584787,3.14690542,1.00000000
1500,eval,3.15441012,0.43072641,0.00000000,-0.22615230,3.16571784,1.00000000
1500,eval,3.12581873,0.43258211,0.00000000,-0.21975581,3.13680649,1.00000000
1500,eval,3.13785195,0.43174559,0.00000000,-0.22242591,3.14897323,1.00000000
1500,eval,3.14505148,0.43015903,0.00000000,-0.22242707,3.15617275,1.00000000
1500,eval,3.15347004,0.43146959,0.00000000,-0.23572680,3.16525626,1.00000000
1500,eval,3.13139248,0.43144900,0.00000000,-0.22731917,3.14275837,1.00000000
1500,eval,3.12886071,0.43145016,0.00000000,-0.22161253,3.13994145,1.00000000
1500,eval,3.12132955,0.43261957,0.00000000,-0.22954848,3.13280702,1.00000000
1500,eval,3.13146806,0.42985618,0.00000000,-0.22441687,3.14268899,1.00000000
1500,eval,3.13615704,0.43012413,0.00000000,-0.22318858,3.14731646,1.00000000
1500,eval,3.12462759,0.43126485,0.00000000,-0.22519088,3.13588715,1.00000000
1500,eval,3.13515615,0.43098697,0.00000000,-0.22763801,3.14653802,1.00000000
1500,eval,3.12403131,0.43011066,0.00000000,-0.22102486,3.13508248,1.00000000
1500,eval,3.14912462,0.43073791,0.00000000,-0.21978118,3.16011357,1.00000000
1500,eval,3.12719154,0.43232363,0.00000000,-0.21719356,3.13805127,1.00000000
1500,eval,3.13825440,0.43124321,0.00000000,-0.22136423,3.14932251,1.00000000
1500,eval,3.11987734,0.43029925,0.00000000,-0.22885582,3.13132024,1.00000000
1500,eval,3.12420726,0.43079999,0.00000000,-0.22425301,3.13541985,1.00000000
1500,eval,3.13234615,0.43210351,0.00000000,-0.22377650,3.14353490,1.00000000
1500,eval,3.14181662,0.43024138,0.00000000,-0.22857536,3.15324545,1.00000000
1500,eval,3.13012671,0.43051150,0.00000000,-0.22944675,3.14159894,1.00000000
1500,eval,3.13569927,0.43091986,0.00000000,-0.21879061,3.14663887,1.00000000
1500,eval,3.13925338,0.43146467,0.00000000,-0.22682808,3.15059471,1.00000000
1500,eval,3.14082623,0.43113810,0.00000000,-0.22139576,3.15189600,1.00000000
1500,eval,3.11749482,0.43291613,0.00000000,-0.23428723,3.12920928,1.00000000
1500,eval,3.13714170,0.43185955,0.00000000,-0.22364075,3.14832377,1.00000000
